"No.","Time","Source","Destination","Protocol","Length","Info"
"199","18.163945","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39073/41368, ttl=51 (request in 197)"
"200","18.938864","192.168.1.233","93.186.225.198","TLSv1.2","89","Application Data"
"201","18.940464","192.168.1.233","192.168.1.1","DNS","77","Standard query 0x1ec4 A chrome.google.com"
"202","18.940710","192.168.1.233","192.168.1.1","DNS","77","Standard query 0x716e HTTPS chrome.google.com"
"203","18.941137","192.168.1.233","93.186.225.198","TLSv1.2","139","Application Data"
"204","18.941218","192.168.1.233","93.186.225.198","TLSv1.2","201","Application Data"
"205","18.952247","192.168.1.233","185.201.44.12","TCP","54","52023  >  443 [FIN, ACK] Seq=2 Ack=1 Win=511 Len=0"
"206","18.952328","192.168.1.233","185.201.44.12","TCP","54","52023  >  443 [RST, ACK] Seq=3 Ack=1 Win=0 Len=0"
"207","18.952457","192.168.1.233","162.247.241.14","TCP","54","52022  >  443 [FIN, ACK] Seq=2 Ack=26 Win=508 Len=0"
"208","18.952511","192.168.1.233","162.247.241.14","TCP","54","52022  >  443 [RST, ACK] Seq=3 Ack=26 Win=0 Len=0"
"209","18.952954","192.168.1.233","192.168.1.1","DNS","75","Standard query 0xbd28 A bam.nr-data.net"
"210","18.953256","192.168.1.233","192.168.1.1","DNS","75","Standard query 0x4f24 HTTPS bam.nr-data.net"
"211","18.958954","162.247.241.14","192.168.1.233","TCP","54","443  >  52022 [ACK] Seq=26 Ack=3 Win=8 Len=0"
"212","18.958954","93.186.225.198","192.168.1.233","TCP","60","443  >  49433 [ACK] Seq=353 Ack=533 Win=426 Len=0"
"213","18.958954","93.186.225.198","192.168.1.233","TLSv1.2","89","Application Data"
"214","18.958954","93.186.225.198","192.168.1.233","TLSv1.2","288","Application Data"
"215","18.958983","192.168.1.233","162.247.241.14","TCP","54","52022  >  443 [RST] Seq=3 Win=0 Len=0"
"216","18.959023","192.168.1.233","93.186.225.198","TCP","54","49433  >  443 [ACK] Seq=533 Ack=622 Win=511 Len=0"
"217","18.960030","192.168.1.1","192.168.1.233","DNS","194","Standard query response 0x1ec4 A chrome.google.com CNAME www3.l.google.com A 64.233.165.113 A 64.233.165.139 A 64.233.165.138 A 64.233.165.100 A 64.233.165.102 A 64.233.165.101"
"218","18.960030","192.168.1.1","192.168.1.233","DNS","148","Standard query response 0x716e HTTPS chrome.google.com CNAME www3.l.google.com SOA ns1.google.com"
"219","18.960030","192.168.1.1","192.168.1.233","DNS","159","Standard query response 0xbd28 A bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net A 162.247.241.14"
"220","18.960030","192.168.1.1","192.168.1.233","DNS","201","Standard query response 0x4f24 HTTPS bam.nr-data.net CNAME bam.cell.nr-data.net CNAME bam.nr-data.net.cdn.cloudflare.net SOA ns1.cloudflare.net"
"221","18.960652","192.168.1.233","162.247.241.14","TCP","66","52091  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"222","18.961579","192.168.1.233","64.233.165.113","QUIC","1292","Initial, DCID=9b788072f6956638, PKN: 1, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO"
"223","18.961965","192.168.1.233","64.233.165.113","QUIC","122","0-RTT, DCID=9b788072f6956638"
"224","18.962168","192.168.1.233","93.186.225.198","TLSv1.2","89","Application Data"
"225","18.965226","162.247.241.14","192.168.1.233","TCP","66","443  >  52091 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=8192"
"226","18.965267","192.168.1.233","162.247.241.14","TCP","54","52091  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"227","18.965618","192.168.1.233","162.247.241.14","TLSv1.3","606","Client Hello"
"228","18.965754","192.168.1.233","93.186.225.198","TLSv1.2","139","Application Data"
"229","18.965806","192.168.1.233","93.186.225.198","TLSv1.2","274","Application Data"
"230","18.968102","185.201.44.12","192.168.1.233","TCP","54","443  >  52023 [ACK] Seq=1 Ack=3 Win=248 Len=0"
"231","18.968120","192.168.1.233","185.201.44.12","TCP","54","52023  >  443 [RST] Seq=3 Win=0 Len=0"
"232","18.970359","162.247.241.14","192.168.1.233","TCP","60","443  >  52091 [ACK] Seq=1 Ack=553 Win=65536 Len=0"
"233","18.971095","162.247.241.14","192.168.1.233","TLSv1.3","272","Server Hello, Change Cipher Spec, Application Data"
"234","18.971645","192.168.1.233","162.247.241.14","TLSv1.3","118","Change Cipher Spec, Application Data"
"235","18.971890","192.168.1.233","162.247.241.14","TLSv1.3","1110","Application Data"
"236","18.976297","162.247.241.14","192.168.1.233","TCP","60","443  >  52091 [ACK] Seq=219 Ack=1673 Win=65536 Len=0"
"237","18.982619","93.186.225.198","192.168.1.233","TCP","60","443  >  49433 [ACK] Seq=622 Ack=873 Win=431 Len=0"
"238","18.982619","93.186.225.198","192.168.1.233","TLSv1.2","89","Application Data"
"239","18.986712","64.233.165.113","192.168.1.233","QUIC","1292","Protected Payload (KP0)"
"240","18.986712","64.233.165.113","192.168.1.233","QUIC","822","Protected Payload (KP0)"
"241","18.987862","192.168.1.233","64.233.165.113","QUIC","121","Handshake, DCID=db788072f6956638"
"242","18.988117","192.168.1.233","64.233.165.113","QUIC","75","Protected Payload (KP0), DCID=db788072f6956638"
"243","18.988749","192.168.1.233","64.233.165.113","QUIC","1288","Protected Payload (KP0), DCID=db788072f6956638"
"244","18.988862","192.168.1.233","64.233.165.113","QUIC","1288","Protected Payload (KP0), DCID=db788072f6956638"
"245","18.988954","192.168.1.233","64.233.165.113","QUIC","1292","Protected Payload (KP0), DCID=db788072f6956638"
"246","18.989045","192.168.1.233","64.233.165.113","QUIC","439","Protected Payload (KP0), DCID=db788072f6956638"
"247","18.989449","64.233.165.113","192.168.1.233","QUIC","232","Protected Payload (KP0)"
"248","19.012141","64.233.165.113","192.168.1.233","QUIC","67","Protected Payload (KP0)"
"249","19.012141","64.233.165.113","192.168.1.233","QUIC","162","Protected Payload (KP0)"
"250","19.012141","64.233.165.113","192.168.1.233","QUIC","67","Protected Payload (KP0)"
"251","19.012141","64.233.165.113","192.168.1.233","QUIC","71","Protected Payload (KP0)"
"252","19.012141","64.233.165.113","192.168.1.233","QUIC","67","Protected Payload (KP0)"
"253","19.012734","192.168.1.233","64.233.165.113","QUIC","75","Protected Payload (KP0), DCID=db788072f6956638"
"254","19.029293","192.168.1.233","93.186.225.198","TCP","54","49433  >  443 [ACK] Seq=873 Ack=657 Win=510 Len=0"
"255","19.039715","64.233.165.113","192.168.1.233","QUIC","68","Protected Payload (KP0)"
"256","19.040071","192.168.1.233","64.233.165.113","QUIC","75","Protected Payload (KP0), DCID=db788072f6956638"
"257","19.051279","64.233.165.113","192.168.1.233","QUIC","1113","Protected Payload (KP0)"
"258","19.051436","64.233.165.113","192.168.1.233","QUIC","76","Protected Payload (KP0)"
"259","19.051436","64.233.165.113","192.168.1.233","QUIC","270","Protected Payload (KP0)"
"260","19.051522","192.168.1.233","64.233.165.113","QUIC","77","Protected Payload (KP0), DCID=db788072f6956638"
"261","19.051598","192.168.1.233","64.233.165.113","QUIC","75","Protected Payload (KP0), DCID=db788072f6956638"
"262","19.098841","64.233.165.113","192.168.1.233","QUIC","67","Protected Payload (KP0)"
"263","19.130691","162.247.241.14","192.168.1.233","TLSv1.3","931","Application Data, Application Data"
"264","19.165328","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39074/41624, ttl=255 (reply in 266)"
"265","19.184240","192.168.1.233","162.247.241.14","TCP","54","52091  >  443 [ACK] Seq=1673 Ack=1096 Win=130304 Len=0"
"266","19.370485","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39074/41624, ttl=51 (request in 264)"
"267","19.908320","204.79.197.200","192.168.1.233","TCP","60","443  >  52052 [ACK] Seq=1 Ack=1 Win=16382 Len=0"
"268","19.908320","13.107.18.254","192.168.1.233","TCP","60","443  >  52053 [ACK] Seq=1 Ack=1 Win=16381 Len=0"
"269","19.908378","192.168.1.233","204.79.197.200","TCP","54","[TCP ACKed unseen segment] 52052  >  443 [ACK] Seq=1 Ack=2 Win=1022 Len=0"
"270","19.908445","192.168.1.233","13.107.18.254","TCP","54","[TCP ACKed unseen segment] 52053  >  443 [ACK] Seq=1 Ack=2 Win=1019 Len=0"
"271","19.913383","132.245.230.0","192.168.1.233","TCP","60","443  >  52054 [ACK] Seq=1 Ack=1 Win=2053 Len=0"
"272","19.913416","192.168.1.233","132.245.230.0","TCP","54","[TCP ACKed unseen segment] 52054  >  443 [ACK] Seq=1 Ack=2 Win=1024 Len=0"
"273","20.286270","192.168.1.233","173.194.221.188","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 64644  >  5228 [ACK] Seq=0 Ack=2 Win=510 Len=1"
"274","20.288452","13.107.136.254","192.168.1.233","TCP","60","443  >  52056 [ACK] Seq=1 Ack=1 Win=8191 Len=0"
"275","20.288485","192.168.1.233","13.107.136.254","TCP","54","[TCP ACKed unseen segment] 52056  >  443 [ACK] Seq=1 Ack=2 Win=1019 Len=0"
"276","20.291293","149.154.167.41","192.168.1.233","TCP","60","443  >  64588 [ACK] Seq=1 Ack=1 Win=2115 Len=0"
"277","20.291309","192.168.1.233","149.154.167.41","TCP","54","[TCP ACKed unseen segment] 64588  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0"
"278","20.313948","173.194.221.188","192.168.1.233","TCP","66","[TCP Previous segment not captured] 5228  >  64644 [ACK] Seq=2 Ack=1 Win=265 Len=0 SLE=0 SRE=1"
"279","20.371375","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39075/41880, ttl=255 (reply in 282)"
"280","20.427147","192.168.1.121","224.0.0.251","MDNS","173","Standard query response 0x0000 PTR iPhone 11._rdlink._tcp.local TXT OPT"
"281","20.427147","192.168.1.140","192.168.1.255","UDP","309","48407  >  20002 Len=267"
"282","20.579161","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39075/41880, ttl=51 (request in 279)"
"283","20.726658","192.168.1.121","224.0.0.251","MDNS","235","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question ANY iPhone 11._rdlink._tcp.local, ""QU"" question SRV 0 0 49153 iPhone-11.local OPT"
"284","21.036553","192.168.1.121","224.0.0.251","MDNS","354","Standard query response 0x0000 PTR _rdlink._tcp.local TXT PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa OPT"
"285","21.036553","192.168.1.121","224.0.0.251","MDNS","147","Standard query 0x0000 ANY iPhone 11._rdlink._tcp.local, ""QM"" question SRV 0 0 49153 iPhone-11.local OPT"
"286","21.123208","93.184.220.29","192.168.1.233","TCP","60","80  >  52055 [ACK] Seq=1 Ack=1 Win=133 Len=0"
"287","21.123235","192.168.1.233","93.184.220.29","TCP","54","[TCP ACKed unseen segment] 52055  >  80 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"288","21.348166","192.168.1.121","224.0.0.251","MDNS","147","Standard query 0x0000 ANY iPhone 11._rdlink._tcp.local, ""QM"" question SRV 0 0 49153 iPhone-11.local OPT"
"289","21.348166","192.168.1.121","224.0.0.251","MDNS","148","Standard query 0x0000 ANY iPhone-11.local, ""QM"" question AAAA fe80::1c21:8503:b881:7a4f A 192.168.1.121 OPT"
"290","21.348166","192.168.1.121","224.0.0.251","MDNS","289","Standard query response 0x0000 TXT, cache flush PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local NSEC, cache flush iPhone 11._rdlink._tcp.local OPT"
"291","21.444156","20.141.10.212","192.168.1.233","TCP","60","443  >  52059 [ACK] Seq=1 Ack=1 Win=16382 Len=0"
"292","21.444186","192.168.1.233","20.141.10.212","TCP","54","[TCP ACKed unseen segment] 52059  >  443 [ACK] Seq=1 Ack=2 Win=1020 Len=0"
"293","21.580156","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39076/42136, ttl=255 (reply in 296)"
"294","21.656656","192.168.1.121","224.0.0.251","MDNS","148","Standard query 0x0000 ANY iPhone-11.local, ""QM"" question AAAA fe80::1c21:8503:b881:7a4f A 192.168.1.121 OPT"
"295","21.656656","192.168.1.121","224.0.0.251","MDNS","306","Standard query response 0x0000 PTR _rdlink._tcp.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa OPT"
"296","21.782918","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39076/42136, ttl=51 (request in 293)"
"297","21.875185","204.79.197.200","192.168.1.233","TCP","60","443  >  52051 [ACK] Seq=1 Ack=1 Win=16384 Len=0"
"298","21.875212","192.168.1.233","204.79.197.200","TCP","54","[TCP ACKed unseen segment] 52051  >  443 [ACK] Seq=1 Ack=2 Win=1023 Len=0"
"299","22.116616","ASUSTekC_73:7d:b8","IntelCor_cb:2e:1a","ARP","42","Who has 192.168.1.233? Tell 192.168.1.1"
"300","22.116658","IntelCor_cb:2e:1a","ASUSTekC_73:7d:b8","ARP","42","192.168.1.233 is at 8c:b8:7e:cb:2e:1a"
"301","22.262569","192.168.1.121","224.0.0.251","MDNS","213","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad \320\220\320\275\320\270\321\200\320\260\320\224._companion-link._tcp.local OPT"
"302","22.619951","204.79.197.222","192.168.1.233","TCP","60","443  >  52063 [ACK] Seq=1 Ack=1 Win=16379 Len=0"
"303","22.619983","192.168.1.233","204.79.197.222","TCP","54","[TCP ACKed unseen segment] 52063  >  443 [ACK] Seq=1 Ack=2 Win=1021 Len=0"
"304","22.783470","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39077/42392, ttl=255 (reply in 307)"
"305","22.939718","192.168.1.233","157.240.205.60","TLSv1.2","124","Application Data"
"306","22.978135","157.240.205.60","192.168.1.233","TCP","60","443  >  64568 [ACK] Seq=73 Ack=141 Win=357 Len=0"
"307","22.988795","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39077/42392, ttl=51 (request in 304)"
"308","23.101397","157.240.205.60","192.168.1.233","TLSv1.2","126","Application Data"
"309","23.156651","192.168.1.233","157.240.205.60","TCP","54","64568  >  443 [ACK] Seq=141 Ack=145 Win=513 Len=0"
"310","23.346370","192.168.1.233","140.82.121.5","TCP","66","52097  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"311","23.394276","140.82.121.5","192.168.1.233","TCP","66","443  >  52097 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 WS=1024"
"312","23.394345","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"313","23.396554","192.168.1.233","140.82.121.5","TLSv1.3","608","Client Hello"
"314","23.450377","140.82.121.5","192.168.1.233","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"315","23.450377","140.82.121.5","192.168.1.233","TLSv1.3","1388","Application Data, Application Data, Application Data"
"316","23.450418","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [ACK] Seq=555 Ack=2771 Win=132096 Len=0"
"317","23.453029","192.168.1.233","140.82.121.5","TLSv1.3","128","Application Data"
"318","23.453223","192.168.1.233","140.82.121.5","TLSv1.3","446","Application Data"
"319","23.499064","192.168.1.121","224.0.0.251","MDNS","162","Standard query response 0x0000 AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone-11.local OPT"
"320","23.499064","192.168.1.121","224.0.0.251","MDNS","353","Standard query response 0x0000 TXT, cache flush PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush iPhone-11.local OPT"
"321","23.500779","140.82.121.5","192.168.1.233","TLSv1.3","133","Application Data"
"322","23.500779","140.82.121.5","192.168.1.233","TLSv1.3","133","Application Data"
"323","23.500810","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [ACK] Seq=1021 Ack=2929 Win=131840 Len=0"
"324","23.542242","140.82.121.5","192.168.1.233","TCP","60","443  >  52097 [ACK] Seq=2929 Ack=1021 Win=68608 Len=0"
"325","23.650601","140.82.121.5","192.168.1.233","TLSv1.3","1446","Application Data"
"326","23.650601","140.82.121.5","192.168.1.233","TLSv1.3","86","Application Data"
"327","23.650639","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [ACK] Seq=1021 Ack=4353 Win=132096 Len=0"
"328","23.651103","192.168.1.233","140.82.121.5","TLSv1.3","94","Application Data"
"329","23.651153","192.168.1.233","140.82.121.5","TLSv1.3","94","Application Data"
"330","23.651201","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [FIN, ACK] Seq=1101 Ack=4353 Win=132096 Len=0"
"331","23.673394","87.240.129.129","192.168.1.233","TLSv1.2","390","Application Data"
"332","23.674759","192.168.1.233","87.240.129.129","TLSv1.2","89","Application Data"
"333","23.678065","192.168.1.233","87.240.129.129","TLSv1.2","189","Application Data"
"334","23.700443","87.240.129.129","192.168.1.233","TCP","60","443  >  64647 [ACK] Seq=723 Ack=224 Win=83 Len=0"
"335","23.700443","87.240.129.129","192.168.1.233","TCP","60","443  >  64647 [ACK] Seq=723 Ack=359 Win=83 Len=0"
"336","23.700443","140.82.121.5","192.168.1.233","TCP","54","443  >  52097 [ACK] Seq=4353 Ack=1061 Win=68608 Len=0"
"337","23.700443","140.82.121.5","192.168.1.233","TCP","54","443  >  52097 [ACK] Seq=4353 Ack=1101 Win=68608 Len=0"
"338","23.700443","140.82.121.5","192.168.1.233","TLSv1.3","78","Application Data"
"339","23.700443","140.82.121.5","192.168.1.233","TCP","54","443  >  52097 [FIN, ACK] Seq=4377 Ack=1101 Win=68608 Len=0"
"340","23.700443","140.82.121.5","192.168.1.233","TCP","54","443  >  52097 [ACK] Seq=4378 Ack=1102 Win=68608 Len=0"
"341","23.700489","192.168.1.233","140.82.121.5","TCP","54","52097  >  443 [ACK] Seq=1102 Ack=4378 Win=131840 Len=0"
"342","23.990029","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39078/42648, ttl=255 (reply in 343)"
"343","24.194384","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39078/42648, ttl=51 (request in 342)"
"344","24.227824","188.114.98.224","192.168.1.233","TCP","60","443  >  52068 [ACK] Seq=1 Ack=1 Win=8 Len=0"
"345","24.227851","192.168.1.233","188.114.98.224","TCP","54","[TCP ACKed unseen segment] 52068  >  443 [ACK] Seq=1 Ack=2 Win=1024 Len=0"
"346","24.280215","93.184.220.29","192.168.1.233","TCP","60","80  >  52069 [ACK] Seq=1 Ack=1 Win=131 Len=0"
"347","24.280242","192.168.1.233","93.184.220.29","TCP","54","[TCP ACKed unseen segment] 52069  >  80 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"348","25.132462","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"349","25.132550","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"350","25.132578","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"351","25.132594","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"352","25.132611","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"353","25.174979","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:4881"
"354","25.174979","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:34735"
"355","25.174979","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:8107"
"356","25.174979","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:53996"
"357","25.174979","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:30101"
"358","25.195417","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39079/42904, ttl=255 (reply in 369)"
"359","25.285730","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"360","25.285819","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"361","25.285841","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"362","25.285877","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"363","25.285891","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"364","25.338560","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:46657 MAPPED-ADDRESS: 46.39.230.143:46657 RESPONSE-ORIGIN: 18.195.48.254:3478"
"365","25.338560","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:23355 MAPPED-ADDRESS: 46.39.230.143:23355 RESPONSE-ORIGIN: 18.195.48.254:3478"
"366","25.338560","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:6617 MAPPED-ADDRESS: 46.39.230.143:6617 RESPONSE-ORIGIN: 18.195.48.254:3478"
"367","25.338560","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:34293 MAPPED-ADDRESS: 46.39.230.143:34293 RESPONSE-ORIGIN: 18.195.48.254:3478"
"368","25.338560","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:45330 MAPPED-ADDRESS: 46.39.230.143:45330 RESPONSE-ORIGIN: 18.195.48.254:3478"
"369","25.424750","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39079/42904, ttl=51 (request in 358)"
"370","25.956425","192.168.1.121","224.0.0.251","MDNS","548","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa NSEC, cache flush iPhone-11.local OPT"
"371","25.956425","192.168.1.121","224.0.0.251","MDNS","213","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad \320\220\320\275\320\270\321\200\320\260\320\224._companion-link._tcp.local OPT"
"372","26.254959","AMPAKTec_b1:bc:26","Broadcast","ARP","42","ARP Announcement for 192.168.1.237"
"373","26.425660","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39080/43160, ttl=255 (reply in 374)"
"374","26.629513","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39080/43160, ttl=51 (request in 373)"
"375","26.972995","192.168.1.237","224.0.0.251","MDNS","200","Standard query response 0x0000 TXT, cache flush"
"376","27.188535","192.168.1.121","224.0.0.251","MDNS","548","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa NSEC, cache flush iPhone-11.local OPT"
"377","27.296809","87.240.129.129","192.168.1.233","TLSv1.2","405","Application Data"
"378","27.301383","192.168.1.233","87.240.129.129","TLSv1.2","133","Application Data"
"379","27.301448","192.168.1.233","87.240.129.129","TLSv1.2","163","Application Data"
"380","27.322792","87.240.129.129","192.168.1.233","TCP","60","443  >  64647 [ACK] Seq=1074 Ack=438 Win=83 Len=0"
"381","27.322792","87.240.129.129","192.168.1.233","TCP","60","443  >  64647 [ACK] Seq=1074 Ack=547 Win=83 Len=0"
"382","27.322792","87.240.129.129","192.168.1.233","TLSv1.2","89","Application Data"
"383","27.365057","192.168.1.233","87.240.129.129","TCP","54","64647  >  443 [ACK] Seq=547 Ack=1109 Win=512 Len=0"
"384","27.630657","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39081/43416, ttl=255 (reply in 387)"
"385","27.753421","192.168.1.233","151.101.84.193","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 51335  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"386","27.801529","151.101.84.193","192.168.1.233","TCP","66","[TCP Previous segment not captured] 443  >  51335 [ACK] Seq=2 Ack=1 Win=290 Len=0 SLE=0 SRE=1"
"387","27.838294","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39081/43416, ttl=51 (request in 384)"
"388","28.009488","37.230.195.85","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  52065 [ACK] Seq=26 Ack=30 Win=31 Len=0"
"389","28.009514","192.168.1.233","37.230.195.85","TCP","54","[TCP Keep-Alive ACK] 52065  >  443 [ACK] Seq=30 Ack=27 Win=510 Len=0"
"390","28.838599","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39082/43672, ttl=255 (reply in 392)"
"391","29.021613","192.168.1.140","192.168.1.255","UDP","309","34844  >  20002 Len=267"
"392","29.046627","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39082/43672, ttl=51 (request in 390)"
"393","29.328107","192.168.1.237","224.0.0.251","MDNS","200","Standard query response 0x0000 TXT, cache flush"
"394","30.047753","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39083/43928, ttl=255 (reply in 401)"
"395","30.204999","34.120.234.145","192.168.1.233","TLSv1.2","127","Application Data"
"396","30.205220","192.168.1.233","34.120.234.145","TCP","54","51259  >  443 [FIN, ACK] Seq=2 Ack=74 Win=512 Len=0"
"397","30.224758","34.120.234.145","192.168.1.233","TCP","54","443  >  51259 [FIN, ACK] Seq=74 Ack=3 Win=265 Len=0"
